Latitude (decimal degrees):	34.057
Longitude (decimal degrees):	-6.768
Elevation (m):	74
Radiation database:	PVGIS-SARAH3


Slope: 32 deg. (optimum)
Azimuth: 3 deg. (optimum)
Nominal power of the PV system (CIS) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200316:1809,26.04,51.17,4.56,13.7,3.17,0.0
20200316:1909,0.0,0.0,0.0,13.14,2.76,0.0
20200316:2009,0.0,0.0,0.0,12.82,2.0,0.0
20200316:2109,0.0,0.0,0.0,12.64,1.31,0.0
20200316:2209,0.0,0.0,0.0,11.99,1.1,0.0
20200316:2309,0.0,0.0,0.0,10.99,1.31,0.0
20200317:0009,0.0,0.0,0.0,10.54,1.31,0.0
20200317:0109,0.0,0.0,0.0,9.83,1.72,0.0
20200317:0209,0.0,0.0,0.0,9.39,1.86,0.0
20200317:0309,0.0,0.0,0.0,9.31,2.0,0.0
20200317:0409,0.0,0.0,0.0,9.34,2.07,0.0
20200317:0509,0.0,0.0,0.0,9.42,2.14,0.0
20200317:0609,0.0,0.0,0.0,9.49,2.21,0.0
20200317:0709,39.65,71.5,6.18,9.6,2.21,0.0
20200317:0809,247.29,322.83,18.39,11.17,2.07,0.0
20200317:0909,466.95,580.96,30.07,13.52,2.34,0.0
20200317:1009,631.81,798.84,40.67,14.88,1.93,0.0
20200317:1109,613.99,785.96,49.19,16.37,1.59,0.0
20200317:1209,683.17,893.65,54.06,17.49,1.24,0.0
20200317:1309,772.61,1048.1,53.74,18.24,0.62,0.0
20200317:1409,709.61,950.87,48.34,18.64,0.34,0.0
20200317:1509,623.4,803.47,39.51,18.52,1.45,0.0
20200317:1609,468.52,588.69,28.75,17.74,3.03,0.0
20200317:1709,242.41,320.0,16.98,16.7,3.59,0.0
20200317:1809,25.33,50.98,4.73,15.41,3.17,0.0
20200317:1909,0.0,0.0,0.0,14.04,2.69,0.0
20200317:2009,0.0,0.0,0.0,13.43,2.07,0.0
20200317:2109,0.0,0.0,0.0,12.88,1.59,0.0
20200317:2209,0.0,0.0,0.0,12.22,0.76,0.0
20200317:2309,0.0,0.0,0.0,12.56,0.21,0.0
20200318:0009,0.0,0.0,0.0,10.64,0.97,0.0
20200318:0109,0.0,0.0,0.0,10.59,1.52,0.0
20200318:0209,0.0,0.0,0.0,10.23,1.72,0.0
20200318:0309,0.0,0.0,0.0,9.09,1.59,0.0
20200318:0409,0.0,0.0,0.0,9.02,1.72,0.0
20200318:0509,0.0,0.0,0.0,8.67,1.79,0.0
20200318:0609,0.0,0.0,0.0,8.16,1.66,0.0
20200318:0709,26.55,41.25,6.46,8.43,1.24,0.0
20200318:0809,229.42,300.84,18.69,11.09,0.76,0.0
20200318:0909,437.59,549.73,30.39,13.53,0.97,0.0
20200318:1009,601.41,761.56,41.01,15.13,1.59,0.0
20200318:1109,718.55,928.86,49.57,16.83,2.07,0.0
20200318:1209,774.67,1025.45,54.46,18.57,1.93,0.0
20200318:1309,726.62,955.4,54.11,19.87,2.14,0.0
20200318:1409,592.42,753.31,48.65,19.78,3.52,0.0
20200318:1509,524.26,653.0,39.75,18.17,4.9,0.0
20200318:1609,243.83,310.82,28.95,17.1,4.48,0.0
20200318:1709,28.83,46.99,17.16,16.07,4.28,0.0
20200318:1809,7.26,15.98,4.89,15.27,3.45,0.0
20200318:1909,0.0,0.0,0.0,14.58,2.76,0.0
20200318:2009,0.0,0.0,0.0,14.35,2.41,0.0
20200318:2109,0.0,0.0,0.0,14.08,1.93,0.0
20200318:2209,0.0,0.0,0.0,13.86,1.17,0.0
20200318:2309,0.0,0.0,0.0,13.35,1.31,0.0
20200319:0009,0.0,0.0,0.0,12.77,1.79,0.0
20200319:0109,0.0,0.0,0.0,12.53,1.52,0.0
20200319:0209,0.0,0.0,0.0,12.13,1.52,0.0
20200319:0309,0.0,0.0,0.0,12.34,2.41,0.0
20200319:0409,0.0,0.0,0.0,12.79,3.38,0.0
20200319:0509,0.0,0.0,0.0,13.17,4.0,0.0
20200319:0609,0.0,0.0,0.0,13.54,4.34,0.0
20200319:0709,25.17,43.14,6.75,14.27,4.83,0.0
20200319:0809,154.59,205.99,18.99,15.72,4.28,0.0
20200319:0909,307.26,387.61,30.71,17.76,5.03,0.0
20200319:1009,80.24,115.6,41.36,19.72,5.31,0.0
20200319:1109,695.71,887.29,49.96,21.58,5.24,0.0
20200319:1209,403.08,514.81,54.87,22.82,5.24,0.0
20200319:1309,142.85,197.37,54.48,23.89,5.24,0.0
20200319:1409,452.79,580.26,48.96,24.69,4.97,0.0
20200319:1509,434.84,560.12,40.0,25.2,3.72,0.0
20200319:1609,271.12,357.72,29.15,24.45,2.0,0.0
20200319:1709,107.1,155.36,17.33,23.18,1.24,0.0
20200319:1809,13.4,30.03,5.05,20.51,1.93,0.0
20200319:1909,0.0,0.0,0.0,16.73,2.14,0.0
20200319:2009,0.0,0.0,0.0,16.26,1.52,0.0
20200319:2109,0.0,0.0,0.0,15.8,1.66,0.0
20200319:2209,0.0,0.0,0.0,15.02,2.07,0.0
20200319:2309,0.0,0.0,0.0,14.44,2.34,0.0
20200320:0009,0.0,0.0,0.0,14.0,2.55,0.0
20200320:0109,0.0,0.0,0.0,13.62,2.41,0.0
20200320:0209,0.0,0.0,0.0,13.4,2.28,0.0
20200320:0309,0.0,0.0,0.0,13.33,2.21,0.0
20200320:0409,0.0,0.0,0.0,13.2,2.21,0.0
20200320:0509,0.0,0.0,0.0,12.94,2.28,0.0
20200320:0609,0.0,0.0,0.0,13.13,2.48,0.0
20200320:0709,10.36,19.74,7.03,13.14,2.28,0.0
20200320:0809,36.1,55.45,19.28,14.17,2.34,0.0
20200320:0909,189.01,244.26,31.03,15.62,3.72,0.0
20200320:1009,519.25,649.4,41.71,17.2,3.59,0.0
20200320:1109,228.07,295.93,50.34,18.19,3.17,0.0
20200320:1209,180.14,238.72,55.27,19.03,3.03,0.0
20200320:1309,686.11,883.42,54.85,19.66,3.31,0.0
20200320:1409,51.34,78.01,49.26,18.14,3.59,0.0
20200320:1509,59.99,88.35,40.24,17.45,4.34,0.0
20200320:1609,90.53,125.94,29.35,16.83,4.14,0.0
20200320:1709,106.4,145.63,17.5,16.2,4.76,0.0
20200320:1809,8.53,17.86,5.21,15.1,5.17,0.0
20200320:1909,0.0,0.0,0.0,14.33,3.45,0.0
20200320:2009,0.0,0.0,0.0,13.75,3.24,0.0
20200320:2109,0.0,0.0,0.0,13.56,3.03,0.0
20200320:2209,0.0,0.0,0.0,13.18,2.9,0.0
20200320:2309,0.0,0.0,0.0,13.03,2.9,0.0
20200321:0009,0.0,0.0,0.0,12.77,3.03,0.0
20200321:0109,0.0,0.0,0.0,12.34,2.97,0.0
20200321:0209,0.0,0.0,0.0,12.1,2.83,0.0
20200321:0309,0.0,0.0,0.0,11.91,2.76,0.0
20200321:0409,0.0,0.0,0.0,11.53,2.62,0.0
20200321:0509,0.0,0.0,0.0,11.2,2.62,0.0
20200321:0609,0.0,0.0,0.0,11.11,2.62,0.0
20200321:0709,35.32,56.52,7.32,11.16,2.34,0.0
20200321:0809,210.87,274.32,19.58,12.21,2.69,0.0
20200321:0909,469.86,579.71,31.34,13.32,3.59,0.0
20200321:1009,591.87,732.53,42.06,14.62,4.14,0.0
20200321:1109,797.69,1008.12,50.73,15.83,4.83,0.0
20200321:1209,840.85,1070.7,55.67,16.74,5.38,0.0
20200321:1309,841.21,1070.35,55.22,17.4,5.79,0.0
20200321:1409,765.09,959.92,49.56,17.51,6.14,0.0
20200321:1509,637.19,788.82,40.47,17.43,6.14,0.0
20200321:1609,443.19,548.24,29.54,17.37,6.41,0.0
20200321:1709,116.42,158.23,17.67,16.7,6.14,0.0
20200321:1809,32.86,67.37,5.37,15.71,5.66,0.0
20200321:1909,0.0,0.0,0.0,14.29,4.41,0.0
20200321:2009,0.0,0.0,0.0,13.75,4.28,0.0
20200321:2109,0.0,0.0,0.0,13.23,4.21,0.0
20200321:2209,0.0,0.0,0.0,12.86,4.28,0.0
20200321:2309,0.0,0.0,0.0,12.41,4.41,0.0
20200322:0009,0.0,0.0,0.0,12.25,4.48,0.0
20200322:0109,0.0,0.0,0.0,12.02,4.34,0.0
20200322:0209,0.0,0.0,0.0,11.76,4.14,0.0
20200322:0309,0.0,0.0,0.0,11.69,4.07,0.0
20200322:0409,0.0,0.0,0.0,11.59,4.14,0.0
20200322:0509,0.0,0.0,0.0,11.43,4.07,0.0
20200322:0609,0.0,0.0,0.0,11.06,3.79,0.0
20200322:0709,40.32,65.12,7.61,11.21,3.17,0.0
20200322:0809,86.04,116.41,19.88,12.07,3.24,0.0
20200322:0909,206.01,261.57,31.66,13.12,3.72,0.0
20200322:1009,322.74,403.41,42.41,14.22,3.45,0.0
20200322:1109,355.7,446.72,51.11,15.55,3.31,0.0
20200322:1209,597.28,753.44,56.07,16.5,3.31,0.0
20200322:1309,687.22,875.46,55.59,17.24,3.45,0.0
20200322:1409,557.6,700.16,49.86,17.36,3.79,0.0
20200322:1509,636.94,799.86,40.71,17.14,3.66,0.0
20200322:1609,465.79,581.89,29.74,16.68,3.38,0.0
20200322:1709,220.45,291.73,17.84,16.25,3.1,0.0
20200322:1809,30.3,60.79,5.53,15.38,2.48,0.0
20200322:1909,0.0,0.0,0.0,14.36,1.66,0.0
20200322:2009,0.0,0.0,0.0,13.5,1.45,0.0
20200322:2109,0.0,0.0,0.0,12.67,1.17,0.0
20200322:2209,0.0,0.0,0.0,11.95,1.17,0.0
20200322:2309,0.0,0.0,0.0,11.03,1.38,0.0
20200323:0009,0.0,0.0,0.0,10.45,1.45,0.0
20200323:0109,0.0,0.0,0.0,9.68,1.59,0.0
20200323:0209,0.0,0.0,0.0,9.06,1.59,0.0
20200323:0309,0.0,0.0,0.0,8.93,1.38,0.0
20200323:0409,0.0,0.0,0.0,9.0,1.31,0.0
20200323:0509,0.0,0.0,0.0,8.3,1.79,0.0
20200323:0609,0.0,0.0,0.0,8.48,2.07,0.0
20200323:0709,53.85,94.12,7.89,9.21,2.14,0.0
20200323:0809,265.93,344.84,20.17,11.75,3.03,0.0
20200323:0909,488.35,603.95,31.97,13.82,3.52,0.0
20200323:1009,673.5,846.42,42.75,15.39,3.24,0.0
20200323:1109,782.85,1011.16,51.5,16.83,3.03,0.0
20200323:1209,819.63,1072.6,56.48,17.95,3.17,0.0
20200323:1309,834.01,1090.75,55.96,18.55,3.66,0.0
20200323:1409,779.26,996.58,50.16,18.36,4.48,0.0
20200323:1509,660.36,825.06,40.94,17.66,4.97,0.0
20200323:1609,471.29,585.73,29.93,17.09,4.76,0.0
20200323:1709,0.0,0.0,0.0,16.31,4.41,0.0
20200323:1809,32.55,65.63,5.68,15.58,3.59,0.0
20200323:1909,0.0,0.0,0.0,14.85,2.97,0.0
20200323:2009,0.0,0.0,0.0,14.12,2.41,0.0
20200323:2109,0.0,0.0,0.0,13.52,2.0,0.0
20200323:2209,0.0,0.0,0.0,13.02,1.86,0.0
20200323:2309,0.0,0.0,0.0,12.7,1.72,0.0
20200324:0009,0.0,0.0,0.0,12.27,1.45,0.0
20200324:0109,0.0,0.0,0.0,11.85,0.9,0.0
20200324:0209,0.0,0.0,0.0,12.59,0.34,0.0
20200324:0309,0.0,0.0,0.0,12.27,0.28,0.0
20200324:0409,0.0,0.0,0.0,11.96,0.48,0.0
20200324:0509,0.0,0.0,0.0,11.85,0.69,0.0
20200324:0609,0.0,0.0,0.0,11.53,0.9,0.0
20200324:0709,29.66,46.1,8.18,10.92,1.38,0.0
20200324:0809,14.85,26.32,20.47,13.26,1.52,0.0
20200324:0909,190.88,247.04,32.29,14.69,1.86,0.0
20200324:1009,62.07,90.23,43.1,16.02,2.07,0.0
20200324:1109,62.32,91.17,51.88,16.91,2.62,0.0
20200324:1209,67.16,97.74,56.88,17.49,2.76,0.0
20200324:1309,236.65,306.39,56.32,17.73,2.76,0.0
20200324:1409,365.54,462.04,50.45,17.02,2.9,0.0
20200324:1509,179.8,235.59,41.18,16.49,2.34,0.0
20200324:1609,229.91,294.81,30.12,15.01,1.52,0.0
20200324:1709,217.86,288.45,18.17,14.88,1.59,0.0
20200324:1809,16.96,31.06,5.84,14.55,1.31,0.0
20200324:1909,0.0,0.0,0.0,14.13,1.17,0.0
20200324:2009,0.0,0.0,0.0,13.24,1.45,0.0
20200324:2109,0.0,0.0,0.0,12.67,1.59,0.0
20200324:2209,0.0,0.0,0.0,12.34,1.79,0.0
20200324:2309,0.0,0.0,0.0,12.24,2.21,0.0
20200325:0009,0.0,0.0,0.0,12.22,2.41,0.0
20200325:0109,0.0,0.0,0.0,12.04,2.48,0.0
20200325:0209,0.0,0.0,0.0,11.8,2.62,0.0
20200325:0309,0.0,0.0,0.0,11.69,2.62,0.0
20200325:0409,0.0,0.0,0.0,11.71,2.55,0.0
20200325:0509,0.0,0.0,0.0,11.53,2.48,0.0
20200325:0609,0.0,0.0,0.0,11.51,2.48,0.0
20200325:0709,53.0,88.99,8.47,11.22,2.14,0.0
20200325:0809,265.93,346.85,20.76,12.49,2.14,0.0
20200325:0909,481.38,600.19,32.6,14.3,2.41,0.0
20200325:1009,602.86,769.24,43.45,16.1,1.31,0.0
20200325:1109,697.33,918.37,52.26,16.98,0.69,0.0
20200325:1209,760.37,1036.67,57.28,18.37,0.28,0.0
20200325:1309,775.22,1060.03,56.69,19.0,0.48,0.0
20200325:1409,736.04,973.56,50.74,19.34,1.52,0.0
20200325:1509,624.7,799.35,41.4,19.23,2.34,0.0
20200325:1609,456.22,576.9,30.3,18.56,2.55,0.0
20200325:1709,234.56,313.72,18.34,17.83,2.48,0.0
20200325:1809,35.06,68.31,5.99,16.93,2.0,0.0
20200325:1909,0.0,0.0,0.0,15.58,1.93,0.0
20200325:2009,0.0,0.0,0.0,14.62,1.79,0.0
20200325:2109,0.0,0.0,0.0,13.97,1.79,0.0
20200325:2209,0.0,0.0,0.0,13.49,1.66,0.0
20200325:2309,0.0,0.0,0.0,13.03,1.45,0.0
20200326:0009,0.0,0.0,0.0,12.37,1.38,0.0
20200326:0109,0.0,0.0,0.0,11.67,1.31,0.0
20200326:0209,0.0,0.0,0.0,11.01,1.24,0.0
20200326:0309,0.0,0.0,0.0,10.46,1.31,0.0
20200326:0409,0.0,0.0,0.0,9.9,1.38,0.0
20200326:0509,0.0,0.0,0.0,9.47,1.38,0.0
20200326:0609,0.0,0.0,0.0,9.19,1.38,0.0
20200326:0709,57.67,99.65,8.75,10.46,0.97,0.0
20200326:0809,267.33,352.89,21.06,13.22,0.41,0.0
20200326:0909,473.95,607.04,32.92,15.91,0.07,0.0
20200326:1009,640.16,837.0,43.79,17.67,0.41,0.0
20200326:1109,748.72,998.58,52.64,19.01,1.17,0.0
20200326:1209,806.23,1081.0,57.68,19.95,2.07,0.0
20200326:1309,815.17,1084.68,57.05,20.1,2.69,0.0
20200326:1409,755.35,984.3,51.03,20.12,3.1,0.0
20200326:1509,639.5,814.62,41.63,19.88,3.31,0.0
20200326:1609,466.37,588.82,30.49,19.28,3.31,0.0
20200326:1709,245.98,328.61,18.5,18.24,3.1,0.0
20200326:1809,36.86,72.33,6.15,16.97,2.48,0.0
20200326:1909,0.0,0.0,0.0,15.54,2.21,0.0
20200326:2009,0.0,0.0,0.0,14.49,1.93,0.0
20200326:2109,0.0,0.0,0.0,13.79,1.66,0.0
20200326:2209,0.0,0.0,0.0,13.27,1.31,0.0
20200326:2309,0.0,0.0,0.0,12.55,1.03,0.0
20200327:0009,0.0,0.0,0.0,12.51,0.83,0.0
20200327:0109,0.0,0.0,0.0,12.78,0.76,0.0
20200327:0209,0.0,0.0,0.0,12.64,0.76,0.0
20200327:0309,0.0,0.0,0.0,11.43,1.03,0.0
20200327:0409,0.0,0.0,0.0,10.38,1.24,0.0
20200327:0509,0.0,0.0,0.0,10.44,1.17,0.0
20200327:0609,0.0,0.0,0.0,10.91,0.83,0.0
20200327:0709,54.15,88.53,9.04,12.0,0.41,0.0
20200327:0809,192.03,252.43,21.35,12.61,0.07,0.0
20200327:0909,235.0,300.86,33.23,13.94,0.9,0.0
20200327:1009,367.69,465.27,44.13,15.85,1.59,0.0
20200327:1109,605.72,774.58,53.03,17.57,2.14,0.0
20200327:1209,365.13,464.9,58.08,18.08,2.69,0.0
20200327:1309,674.49,863.61,57.41,17.91,3.1,0.0
20200327:1409,703.08,897.89,51.32,17.98,3.45,0.0
20200327:1509,615.11,771.92,41.86,17.48,3.79,0.0
20200327:1609,456.62,570.12,30.67,16.85,3.72,0.0
20200327:1709,212.37,280.99,18.66,16.11,3.38,0.0
20200327:1809,33.7,62.25,6.3,15.28,2.69,0.0
20200327:1909,0.0,0.0,0.0,14.56,2.0,0.0
20200327:2009,0.0,0.0,0.0,13.81,1.52,0.0
20200327:2109,0.0,0.0,0.0,13.09,1.17,0.0
20200327:2209,0.0,0.0,0.0,13.36,0.62,0.0
20200327:2309,0.0,0.0,0.0,13.27,0.62,0.0
20200328:0009,0.0,0.0,0.0,11.51,1.17,0.0
20200328:0109,0.0,0.0,0.0,11.05,1.24,0.0
20200328:0209,0.0,0.0,0.0,10.77,1.17,0.0
20200328:0309,0.0,0.0,0.0,10.43,1.17,0.0
20200328:0409,0.0,0.0,0.0,10.0,1.31,0.0
20200328:0509,0.0,0.0,0.0,10.3,1.38,0.0
20200328:0609,0.0,0.0,0.0,10.6,1.38,0.0
20200328:0709,58.08,94.76,9.32,10.94,1.1,0.0
20200328:0809,206.3,270.19,21.64,13.16,0.97,0.0
20200328:0909,256.02,328.35,33.54,14.4,0.28,0.0
20200328:1009,625.95,804.53,44.47,15.68,0.83,0.0
20200328:1109,721.94,938.96,53.41,16.37,1.59,0.0
20200328:1209,793.07,1043.76,58.48,17.38,2.21,0.0
20200328:1309,813.06,1065.48,57.77,17.8,2.9,0.0
20200328:1409,760.87,976.95,51.6,17.4,3.38,0.0
20200328:1509,646.28,812.86,42.08,17.16,3.59,0.0
20200328:1609,470.54,587.69,30.86,16.67,3.52,0.0
20200328:1709,247.48,327.42,18.82,16.0,3.24,0.0
20200328:1809,41.31,78.95,6.46,15.15,2.62,0.0
20200328:1909,0.0,0.0,0.0,14.2,2.14,0.0
20200328:2009,0.0,0.0,0.0,13.54,1.45,0.0
20200328:2109,0.0,0.0,0.0,13.03,1.17,0.0
20200328:2209,0.0,0.0,0.0,12.11,1.24,0.0
20200328:2309,0.0,0.0,0.0,11.35,1.38,0.0
20200329:0009,0.0,0.0,0.0,10.67,1.45,0.0
20200329:0109,0.0,0.0,0.0,10.09,1.52,0.0
20200329:0209,0.0,0.0,0.0,10.04,1.38,0.0
20200329:0309,0.0,0.0,0.0,10.39,1.24,0.0
20200329:0409,0.0,0.0,0.0,10.9,1.03,0.0
20200329:0509,0.0,0.0,0.0,10.88,1.03,0.0
20200329:0609,0.0,0.0,0.0,9.94,1.24,0.0
20200329:0709,57.46,91.07,9.61,11.34,0.97,0.0
20200329:0809,256.22,336.48,21.94,13.13,0.55,0.0
20200329:0909,303.67,386.63,33.85,14.97,0.76,0.0
20200329:1009,458.01,582.74,44.81,16.04,0.76,0.0
20200329:1109,609.67,789.49,53.78,16.78,0.83,0.0
20200329:1209,764.19,1015.52,58.88,17.43,1.31,0.0
20200329:1309,611.71,790.28,58.13,18.01,1.59,0.0
20200329:1409,611.75,783.18,51.89,18.18,2.28,0.0
20200329:1509,471.83,594.27,42.3,17.91,2.9,0.0
20200329:1609,469.95,590.16,31.04,17.11,2.9,0.0
20200329:1709,243.59,323.71,18.98,16.47,2.76,0.0
20200329:1809,37.18,69.57,6.61,15.83,2.41,0.0
20200329:1909,0.0,0.0,0.0,14.71,1.66,0.0
20200329:2009,0.0,0.0,0.0,13.87,1.17,0.0
20200329:2109,0.0,0.0,0.0,13.94,0.41,0.0
20200329:2209,0.0,0.0,0.0,13.58,0.69,0.0
20200329:2309,0.0,0.0,0.0,11.63,1.17,0.0
20200330:0009,0.0,0.0,0.0,10.15,1.52,0.0
20200330:0109,0.0,0.0,0.0,9.39,1.66,0.0
20200330:0209,0.0,0.0,0.0,8.85,1.59,0.0
20200330:0309,0.0,0.0,0.0,8.52,1.59,0.0
20200330:0409,0.0,0.0,0.0,7.98,1.59,0.0
20200330:0509,0.0,0.0,0.0,7.73,1.59,0.0
20200330:0609,0.0,0.0,0.0,7.61,1.66,0.0
20200330:0709,68.53,115.48,9.89,8.2,1.59,0.0
20200330:0809,284.0,371.11,22.23,12.32,1.03,0.0
20200330:0909,487.44,618.38,34.16,15.19,0.76,0.0
20200330:1009,655.35,852.02,45.15,17.0,0.76,0.0
20200330:1109,757.31,1007.04,54.16,18.48,1.31,0.0
20200330:1209,824.06,1110.31,59.27,19.67,2.0,0.0
20200330:1309,805.49,1071.54,58.48,20.53,2.69,0.0
20200330:1409,752.85,983.08,52.17,20.85,3.17,0.0
20200330:1509,643.92,822.22,42.52,20.64,3.45,0.0
20200330:1609,461.3,583.46,31.21,19.96,3.52,0.0
20200330:1709,244.95,328.4,19.14,18.75,3.31,0.0
20200330:1809,30.19,55.31,6.76,17.44,2.48,0.0
20200330:1909,0.0,0.0,0.0,16.31,1.79,0.0
20200330:2009,0.0,0.0,0.0,15.72,1.72,0.0
20200330:2109,0.0,0.0,0.0,15.31,2.34,0.0
20200330:2209,0.0,0.0,0.0,14.77,2.9,0.0
20200330:2309,0.0,0.0,0.0,14.45,3.72,0.0
20200331:0009,0.0,0.0,0.0,14.31,4.48,0.0
20200331:0109,0.0,0.0,0.0,14.4,4.83,0.0
20200331:0209,0.0,0.0,0.0,14.13,5.52,0.0
20200331:0309,0.0,0.0,0.0,13.9,6.21,0.0
20200331:0409,0.0,0.0,0.0,13.83,6.0,0.0
20200331:0509,0.0,0.0,0.0,13.64,5.45,0.0
20200331:0609,0.0,0.0,0.0,13.66,5.1,0.0
20200331:0709,45.78,70.29,10.17,14.09,4.97,0.0
20200331:0809,184.21,239.98,22.52,14.68,4.83,0.0
20200331:0909,333.83,416.62,34.47,15.7,4.97,0.0
20200331:1009,350.5,438.76,45.49,16.93,5.31,0.0
20200331:1109,151.41,201.13,54.54,18.1,5.66,0.0
20200331:1209,147.63,197.37,59.67,18.94,5.93,0.0
20200331:1309,786.54,1000.66,58.84,19.36,6.0,0.0
20200331:1409,98.79,138.16,52.44,19.47,6.28,0.0
20200331:1509,653.32,810.85,42.73,18.72,6.69,0.0
20200331:1609,465.74,578.74,31.39,18.65,6.41,0.0
20200331:1709,120.48,164.73,19.3,17.99,5.66,0.0
20200331:1809,35.7,67.09,6.91,17.36,4.69,0.0
20200331:1909,0.0,0.0,0.0,16.31,4.07,0.0
20200331:2009,0.0,0.0,0.0,15.69,3.86,0.0
20200331:2109,0.0,0.0,0.0,15.16,3.93,0.0
20200331:2209,0.0,0.0,0.0,14.62,4.55,0.0
20200331:2309,0.0,0.0,0.0,14.4,4.41,0.0
20200401:0009,0.0,0.0,0.0,13.99,4.76,0.0
20200401:0109,0.0,0.0,0.0,13.66,5.17,0.0
20200401:0209,0.0,0.0,0.0,13.13,4.9,0.0
20200401:0309,0.0,0.0,0.0,12.97,4.14,0.0
20200401:0409,0.0,0.0,0.0,12.84,3.72,0.0
20200401:0509,0.0,0.0,0.0,12.44,3.24,0.0
20200401:0609,0.0,0.0,0.0,12.2,2.97,0.0
20200401:0709,48.59,72.97,10.45,12.71,3.03,0.0
20200401:0809,249.22,322.91,22.8,13.5,2.97,0.0
20200401:0909,210.71,269.17,34.77,14.31,3.38,0.0
20200401:1009,328.88,413.23,45.82,15.77,3.79,0.0
20200401:1109,96.52,132.52,54.91,16.01,4.21,0.0
20200401:1209,524.64,659.07,60.06,16.89,3.79,0.0
20200401:1309,60.7,89.29,59.19,17.36,3.66,0.0
20200401:1409,409.25,514.94,52.72,17.75,4.0,0.0
20200401:1509,620.26,774.23,42.94,17.17,4.41,0.0
20200401:1609,431.39,536.97,31.56,16.75,4.55,0.0
20200401:1709,247.58,327.21,19.45,16.34,4.62,0.0
20200401:1809,31.7,55.13,7.06,15.43,4.14,0.0
20200401:1909,0.0,0.0,0.0,14.61,2.97,0.0
20200401:2009,0.0,0.0,0.0,14.13,2.55,0.0
20200401:2109,0.0,0.0,0.0,13.7,2.28,0.0
20200401:2209,0.0,0.0,0.0,13.21,2.41,0.0
20200401:2309,0.0,0.0,0.0,12.82,2.62,0.0
20200402:0009,0.0,0.0,0.0,12.41,2.69,0.0
20200402:0109,0.0,0.0,0.0,12.26,2.76,0.0
20200402:0209,0.0,0.0,0.0,11.96,2.97,0.0
20200402:0309,0.0,0.0,0.0,11.97,3.17,0.0
20200402:0409,0.0,0.0,0.0,12.16,3.38,0.0
20200402:0509,0.0,0.0,0.0,11.98,3.52,0.0
20200402:0609,0.0,0.0,0.0,11.89,3.72,0.0
20200402:0709,42.29,63.28,10.73,12.56,3.59,0.0
20200402:0809,87.05,118.55,23.09,13.37,3.86,0.0
20200402:0909,138.59,181.61,35.07,14.11,4.62,0.0
20200402:1009,589.72,728.67,46.16,14.64,4.62,0.0
20200402:1109,620.44,769.69,55.28,15.07,5.1,0.0
20200402:1209,679.68,850.26,60.46,16.03,5.24,0.0
20200402:1309,754.72,952.43,59.54,16.4,5.1,0.0
20200402:1409,710.73,891.17,52.99,17.19,5.45,0.0
20200402:1509,641.45,797.67,43.15,16.76,4.97,0.0
20200402:1609,401.34,499.63,31.74,16.35,4.62,0.0
20200402:1709,190.79,252.13,19.61,15.69,4.14,0.0
20200402:1809,27.41,46.56,7.21,14.97,3.24,0.0
20200402:1909,0.0,0.0,0.0,14.02,2.21,0.0
20200402:2009,0.0,0.0,0.0,13.15,1.66,0.0
20200402:2109,0.0,0.0,0.0,12.3,1.03,0.0
20200402:2209,0.0,0.0,0.0,12.54,0.76,0.0
20200402:2309,0.0,0.0,0.0,9.89,1.66,0.0
20200403:0009,0.0,0.0,0.0,9.13,1.79,0.0
20200403:0109,0.0,0.0,0.0,8.89,1.86,0.0
20200403:0209,0.0,0.0,0.0,8.64,2.0,0.0
20200403:0309,0.0,0.0,0.0,8.25,2.07,0.0
20200403:0409,0.0,0.0,0.0,8.18,2.07,0.0
20200403:0509,0.0,0.0,0.0,8.01,2.0,0.0
20200403:0609,0.0,0.0,0.0,7.86,2.07,0.0
20200403:0709,76.51,126.0,11.01,8.86,2.41,0.0
20200403:0809,297.97,383.91,23.37,11.7,2.62,0.0
20200403:0909,513.34,637.09,35.37,14.22,3.24,0.0
20200403:1009,682.14,860.14,46.49,16.28,3.45,0.0
20200403:1109,775.28,1000.08,55.65,18.12,3.59,0.0
20200403:1209,809.12,1057.68,60.85,19.65,3.79,0.0
20200403:1309,812.89,1065.26,59.89,20.81,4.07,0.0
20200403:1409,751.93,976.0,53.26,21.6,4.07,0.0
20200403:1509,623.25,795.94,43.36,22.0,4.0,0.0
20200403:1609,415.57,529.99,31.91,21.91,3.79,0.0
20200403:1709,198.89,270.32,19.76,21.05,3.45,0.0
20200403:1809,40.76,81.41,7.36,19.39,2.97,0.0
20200403:1909,0.0,0.0,0.0,17.59,2.76,0.0
20200403:2009,0.0,0.0,0.0,16.65,2.34,0.0
20200403:2109,0.0,0.0,0.0,16.04,2.14,0.0
20200403:2209,0.0,0.0,0.0,15.34,2.21,0.0
20200403:2309,0.0,0.0,0.0,14.77,2.21,0.0
20200404:0009,0.0,0.0,0.0,13.87,1.93,0.0
20200404:0109,0.0,0.0,0.0,12.9,1.79,0.0
20200404:0209,0.0,0.0,0.0,12.2,2.0,0.0
20200404:0309,0.0,0.0,0.0,12.0,2.0,0.0
20200404:0409,0.0,0.0,0.0,12.44,1.86,0.0
20200404:0509,0.0,0.0,0.0,12.95,1.45,0.0
20200404:0609,0.0,0.0,0.0,13.33,1.31,0.0
